Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-39_Kinect-Beam.wav;2014-05-16-10-41-39_Kinect-Beam.mp3;0;204;204;116352;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen zwo komma acht bis vier komma sechs kilogramm;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen zwei komma acht bis vier komma sechs kilogramm;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-39_Kinect-RAW.wav;2014-05-16-10-41-39_Kinect-RAW.mp3;0;204;204;116352;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen zwo komma acht bis vier komma sechs kilogramm;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen zwei komma acht bis vier komma sechs kilogramm;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-39_Realtek.wav;2014-05-16-10-41-39_Realtek.mp3;0;204;204;116352;weibchen wiegen drei komma acht bis sechs kommer sieben kilogramm die leichter in männchen zwo komma acht bis vier komma sechs kilogramm;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen zwei komma acht bis vier komma sechs kilogramm;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-39_Samson.wav;2014-05-16-10-41-39_Samson.mp3;0;204;204;116352;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen zwo komma acht bis vier komma sechs kilogramm;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen zwei komma acht bis vier komma sechs kilogramm;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-39_Yamaha.wav;2014-05-16-10-41-39_Yamaha.mp3;0;204;204;116352;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen swo komma acht bis vier komma sechs kilogramm;weibchen wiegen drei komma acht bis sechs komma sieben kilogramm die leichteren männchen zwei komma acht bis vier komma sechs kilogramm;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-48_Kinect-Beam.wav;2014-05-16-10-41-48_Kinect-Beam.mp3;0;136;136;77184;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-48_Kinect-RAW.wav;2014-05-16-10-41-48_Kinect-RAW.mp3;0;130;130;73728;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-48_Realtek.wav;2014-05-16-10-41-48_Realtek.mp3;0;130;130;73728;durch die zentrale lage ist frankfurt ein europäischer verkährsknotenpunkt;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-48_Samson.wav;2014-05-16-10-41-48_Samson.mp3;0;130;130;73728;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-41-48_Yamaha.wav;2014-05-16-10-41-48_Yamaha.mp3;0;130;130;73728;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;durch die zentrale lage ist frankfurt ein europäischer verkehrsknotenpunkt;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-42-32_Kinect-Beam.wav;2014-05-16-10-42-32_Kinect-Beam.mp3;0;91;91;51264;golf ist eine traditionelle ballsportart;golf ist eine traditionelle ballsportart;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-42-32_Kinect-RAW.wav;2014-05-16-10-42-32_Kinect-RAW.mp3;0;91;91;51264;golf ist eine traditionelle ballsportart;golf ist eine traditionelle ballsportart;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-42-32_Realtek.wav;2014-05-16-10-42-32_Realtek.mp3;0;91;91;51264;golf ist eine traditionelle ballsportart;golf ist eine traditionelle ballsportart;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-42-32_Samson.wav;2014-05-16-10-42-32_Samson.mp3;0;93;93;52416;golf ist eine traditionelle ballsportart;golf ist eine traditionelle ballsportart;train
WIKI;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-42-32_Yamaha.wav;2014-05-16-10-42-32_Yamaha.mp3;0;91;91;51264;golf ist eine traditionelle ballsportart;golf ist eine traditionelle ballsportart;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-43-24_Kinect-Beam.wav;2014-05-16-10-43-24_Kinect-Beam.mp3;0;137;137;77760;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-43-24_Kinect-RAW.wav;2014-05-16-10-43-24_Kinect-RAW.mp3;0;137;137;77760;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-43-24_Realtek.wav;2014-05-16-10-43-24_Realtek.mp3;0;137;137;77760;daher ist es nicht annehmbar die umsetzung auf e einen späteren zeitpunkt zu verschieben;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-43-24_Samson.wav;2014-05-16-10-43-24_Samson.mp3;0;137;137;77760;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-43-24_Yamaha.wav;2014-05-16-10-43-24_Yamaha.mp3;0;137;137;77760;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;daher ist es nicht annehmbar die umsetzung auf einen späteren zeitpunkt zu verschieben;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-18_Kinect-Beam.wav;2014-05-16-10-45-18_Kinect-Beam.mp3;0;180;180;102528;wenn wir als einzigen indikator aus brutto inlandsprodukt pro einwohner nehmen können wir fehlgehen;wenn wir als einzigen indikator das bruttoinlandsprodukt pro einwohner nehmen können wir fehlgehen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-18_Kinect-RAW.wav;2014-05-16-10-45-18_Kinect-RAW.mp3;0;179;179;101952;wenn wir als einzigen indikator aus brutto inlandsprodukt pro einwohner nehmen können wir fehlgehen;wenn wir als einzigen indikator das bruttoinlandsprodukt pro einwohner nehmen können wir fehlgehen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-18_Realtek.wav;2014-05-16-10-45-18_Realtek.mp3;0;179;179;101952;wenn wir als dreinzig indikator aus brutto inlandsprodukt pro einwohner nehmen können wir fehlgeben;wenn wir als einzigen indikator das bruttoinlandsprodukt pro einwohner nehmen können wir fehlgehen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-18_Samson.wav;2014-05-16-10-45-18_Samson.mp3;0;179;179;101952;wenn wir als einzigen indikator aus brutto inlandsprodukt pro einwohner nehmen können wir fehlgehen;wenn wir als einzigen indikator das bruttoinlandsprodukt pro einwohner nehmen können wir fehlgehen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-18_Yamaha.wav;2014-05-16-10-45-18_Yamaha.mp3;0;179;179;101952;wenn wir als einzigen indikator aus brutto inlandsprodukt pro einwohner nehmen können wir fehlgehen;wenn wir als einzigen indikator das bruttoinlandsprodukt pro einwohner nehmen können wir fehlgehen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-39_Kinect-Beam.wav;2014-05-16-10-45-39_Kinect-Beam.mp3;0;123;123;69696;daher danke ich ihnen nun ein paar worte dazu sagen zu können;daher danke ich ihnen nun ein paar worte dazu sagen zu können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-39_Kinect-RAW.wav;2014-05-16-10-45-39_Kinect-RAW.mp3;0;126;126;71424;daher danke ich ihnen nun ein paar worte dazu sagen zu können;daher danke ich ihnen nun ein paar worte dazu sagen zu können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-39_Realtek.wav;2014-05-16-10-45-39_Realtek.mp3;0;126;126;71424;daher danke ich ihnen nut ein paar worte dazu sagen zu können;daher danke ich ihnen nun ein paar worte dazu sagen zu können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-39_Samson.wav;2014-05-16-10-45-39_Samson.mp3;0;126;126;71424;daher danke ich ihnen nun ein paar worte dazu sagen zu können;daher danke ich ihnen nun ein paar worte dazu sagen zu können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-45-39_Yamaha.wav;2014-05-16-10-45-39_Yamaha.mp3;0;126;126;71424;daher danke ich ihnen nun ein paar worte dazu sagen zu können;daher danke ich ihnen nun ein paar worte dazu sagen zu können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-46_Kinect-Beam.wav;2014-05-16-10-46-46_Kinect-Beam.mp3;0;182;182;103680;die regionalen ungleichgewichte innerhalb der mitgliedsstaaten potenzieren sich in berge ängstigenderweise;die regionalen ungleichgewichte innerhalb der mitgliedstaaten potenzieren sich in beängstigender weise;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-46_Kinect-RAW.wav;2014-05-16-10-46-46_Kinect-RAW.mp3;0;182;182;103680;die regionalen ungleichgewichte innerhalb der mitgliedsstaaten potenzieren sich in berg ängstigenderweise;die regionalen ungleichgewichte innerhalb der mitgliedstaaten potenzieren sich in beängstigender weise;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-46_Realtek.wav;2014-05-16-10-46-46_Realtek.mp3;0;182;182;103680;die regionalen ungleichgewichte innerhalb der mitgliedsstaaten potenzieren sich din beg engst ieben der weise;die regionalen ungleichgewichte innerhalb der mitgliedstaaten potenzieren sich in beängstigender weise;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-46_Samson.wav;2014-05-16-10-46-46_Samson.mp3;0;182;182;103680;die regionalen ungleichgewichte innerhalb der mitgliedsstaaten potenzieren sich in berge ängstigender weise;die regionalen ungleichgewichte innerhalb der mitgliedstaaten potenzieren sich in beängstigender weise;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-46_Yamaha.wav;2014-05-16-10-46-46_Yamaha.mp3;0;182;182;103680;die regionalen ungleichgewichte innerhalb der mitgliedsstaaten potenzieren sich in berge ängstigender weisen;die regionalen ungleichgewichte innerhalb der mitgliedstaaten potenzieren sich in beängstigender weise;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-54_Kinect-Beam.wav;2014-05-16-10-46-54_Kinect-Beam.mp3;0;243;243;138816;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-54_Kinect-RAW.wav;2014-05-16-10-46-54_Kinect-RAW.mp3;0;243;243;138816;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-54_Realtek.wav;2014-05-16-10-46-54_Realtek.mp3;0;243;243;138816;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere hammonisierung vornehmen;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-54_Samson.wav;2014-05-16-10-46-54_Samson.mp3;0;243;243;138816;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-46-54_Yamaha.wav;2014-05-16-10-46-54_Yamaha.mp3;0;243;243;138816;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;falls diese art der flexibilität zu ungenügenden regelungen in einigen ländern führen sollte dann sollten wir eine weitere harmonisierung vornehmen;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-04_Kinect-Beam.wav;2014-05-16-10-47-04_Kinect-Beam.mp3;0;179;179;101952;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-04_Kinect-RAW.wav;2014-05-16-10-47-04_Kinect-RAW.mp3;0;179;179;101952;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-04_Realtek.wav;2014-05-16-10-47-04_Realtek.mp3;0;179;179;101952;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-04_Samson.wav;2014-05-16-10-47-04_Samson.mp3;0;179;179;101952;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-04_Yamaha.wav;2014-05-16-10-47-04_Yamaha.mp3;0;179;179;101952;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;deshalb möchte ich auf einige probleme aufmerksam machen denen sich die kommission vorrangig widmen sollte;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-12_Kinect-Beam.wav;2014-05-16-10-47-12_Kinect-Beam.mp3;0;268;268;153216;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-12_Kinect-RAW.wav;2014-05-16-10-47-12_Kinect-RAW.mp3;0;268;268;153216;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-12_Realtek.wav;2014-05-16-10-47-12_Realtek.mp3;0;268;268;153216;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument seld stätigt dass die ziele innerhalb einen angemessenen zeitraums nicht erreicht werden können;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-12_Samson.wav;2014-05-16-10-47-12_Samson.mp3;0;268;268;153216;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-47-12_Yamaha.wav;2014-05-16-10-47-12_Yamaha.mp3;0;268;268;153216;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;lediglich zwischen neun mitgliedsstaaten herrscht einigkeit und das dokument selbst bestätigt dass die ziele innerhalb eines angemessenen zeitraums nicht erreicht werden können;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-34_Kinect-Beam.wav;2014-05-16-10-48-34_Kinect-Beam.mp3;0;230;230;131328;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-34_Kinect-RAW.wav;2014-05-16-10-48-34_Kinect-RAW.mp3;0;229;229;130752;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-34_Realtek.wav;2014-05-16-10-48-34_Realtek.mp3;0;229;229;130752;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-34_Samson.wav;2014-05-16-10-48-34_Samson.mp3;0;229;229;130752;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-34_Yamaha.wav;2014-05-16-10-48-34_Yamaha.mp3;0;229;229;130752;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;patente spielen bei der entwicklung und dem wachstum einer modernen wirtschaft sowie bei der förderung der wissenschaftlichen forschung eine große rolle;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-43_Kinect-Beam.wav;2014-05-16-10-48-43_Kinect-Beam.mp3;0;147;147;83520;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-43_Kinect-RAW.wav;2014-05-16-10-48-43_Kinect-RAW.mp3;0;141;141;80064;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-43_Realtek.wav;2014-05-16-10-48-43_Realtek.mp3;0;144;144;81792;gleich waren jene regionen in demen es arbeitsplätze in der indostie glaubt;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-43_Samson.wav;2014-05-16-10-48-43_Samson.mp3;0;141;141;80064;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-43_Yamaha.wav;2014-05-16-10-48-43_Yamaha.mp3;0;141;141;80064;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;reich waren jene regionen in denen es arbeitsplätze in der industrie gab;train
PARL;male-fdcf25ae-b3c8-4c7e-ad3b-2779e4742148;german-speechdata-package-v2-3v4;2014-05-16-10-48-59_Kinect-Beam.wav;2014-05-16-10-48-59_Kinect-Beam.mp3;0;209;209;119232;wir hoffen dass uns die kommission davon überzeugen kann dass es sich dabei lediglich um ein versehen handelt das umgehend korrigiert wird;wir hoffen dass uns die kommission davon überzeugen kann dass es sich dabei lediglich um ein versehen handelt das umgehend korrigiert wird;train
