DsId;Orginaldatei;Datei;Start;End;Length;Duration;Size;Translated0;OriginalText;Action
abu1;al0031.mp3;al0031.mp3;0;123840;129;3.869999999999989;62276;nach scheifle ert der neuge tau;ach scheiße da gehört genau das auf;train
abu1;al0032.mp3;al0032.mp3;0;42240;44;1.320000000000001;21316;wer spricht hier einlich;wer spricht hier eigentlich;train
abu1;al0034.mp3;al0034.mp3;0;48960;51;1.5300000000000011;24660;und vergiss deine träume nicht;und vergiß deine träume nicht;train
abu1;al0042.mp3;al0042.mp3;0;50880;53;1.5900000000000012;25914;bist du scheiße drauf;bist du scheiße drauf;train
abu1;al0043.mp3;al0043.mp3;0;92160;96;2.879999999999996;46394;körsichgarn sacht und liedespeichel aus mause;pfirsichgaumensaft und liebesspeichelosmose;train
abu1;al0044.mp3;al0044.mp3;0;37440;39;1.1700000000000008;18809;ich bin ein freier mann;ich bin ein freier mann;train
abu1;al0045.mp3;al0045.mp3;0;77760;81;2.429999999999999;39289;und als das schaf das siebte siegel brar;als das schaf das siebte siegel brach;train
abu1;al0046.mp3;al0046.mp3;0;89280;93;2.7899999999999965;44722;gael gael;geil geil;train
abu1;al0047.mp3;al0047.mp3;0;69120;72;2.1600000000000006;34691;bin viel zu besoffen und kochen;ich bin viel zu besoffen zum kochen;train
abu1;al0049.mp3;al0049.mp3;0;39360;41;1.2300000000000009;20063;ja ja;jaja;train
abu1;al0050.mp3;al0050.mp3;0;730560;761;22.83000000000011;365715;a;om;train
abu1;al0051.mp3;al0051.mp3;0;64320;67;2.0100000000000016;32183;ich hab zeit ich bin solo;ich hab zeit ich bin solo;train
abu1;al0052.mp3;al0052.mp3;0;66240;69;2.070000000000001;33437;guten morgen was macht ihr leib;guten morgen was macht ihr leib;train
abu1;al0053.mp3;al0053.mp3;0;78720;82;2.459999999999998;39707;tue was du wählst sei das ganze gesetz;tu was du willst sei das ganze gesetz;train
abu1;al0054.mp3;al0054.mp3;0;159360;166;4.979999999999997;79831;oder wie ich fest glaube einen seit aller ewigkeit geregelten unergründlichen fapl angemäß;oder wie ich fest glaube einem seit aller ewigkeit geregeltem unergründlichen fahrplan gemäß;train
abu1;al0055.mp3;al0055.mp3;0;55680;58;1.740000000000001;28004;das wird die nadelaus der rille reißen;das wird die nadel aus der rille reißen;train
abu1;al0056.mp3;al0056.mp3;0;54720;57;1.7100000000000013;27586;ich kann meine schrift nicht besen;ich kann meine schrift nicht lesen;train
abu1;al0057.mp3;al0057.mp3;0;109440;114;3.4199999999999924;54753;der ganze suplunarische auswurf wird sich in zibett verwandeln;der ganze sublunarische auswurf wird sich in zibet verwandeln;train
abu1;al0058.mp3;al0058.mp3;0;30720;32;0.9600000000000006;15465;was macht ihr leid;was macht ihr leib;train
abu1;al0061.mp3;al0061.mp3;0;64320;67;2.0100000000000016;32183;nicht die zeit sondern wir vergehen;nicht die zeit sondern wir vergehen;train
abu1;al0062.mp3;al0062.mp3;0;101760;106;3.179999999999994;50992;unsere wilden träume warten lass sie uns fangen gehen;unsere wilden träume warten laß sie uns fangen gehen;train
abu1;al0063.mp3;al0063.mp3;0;53760;56;1.6800000000000013;27168;wann wenn dich jetzt;wann wenn nicht jetzt;train
abu1;al0064.mp3;al0064.mp3;0;63360;66;1.980000000000001;31765;wenige trinken vom leid der welt;wenige trinken vom leid der welt;train
abu1;al0065.mp3;al0065.mp3;0;104640;109;3.2699999999999934;52663;und wenn du mich verstehen willst dann verstehst du mich;und wenn du mich verstehen willst dann verstehst du mich;train
abu1;al0066.mp3;al0066.mp3;0;40320;42;1.260000000000001;20480;wenn du wach bist;wenn du wach bist;train
abu1;al0067.mp3;al0067.mp3;0;34560;36;1.0800000000000007;17555;was willst du;was willst du;train
abu1;al0068.mp3;al0068.mp3;0;40320;42;1.260000000000001;20480;wir handeln mit träumen;wir handeln mit träumen;train
abu1;al0069.mp3;al0069.mp3;0;32640;34;1.020000000000001;16719;abulafa;abulaphia;train
abu1;al0070.mp3;al0070.mp3;0;160320;167;5.009999999999997;80249;wo beginnt die zeit wo endet der raum ist das leben unter der sonne nicht nur ein traum;wo beginnt die zeit wo endet der raum ist das leben unter der sonne nicht nur ein traum;train
abu1;al0071.mp3;al0071.mp3;0;35520;37;1.1100000000000008;17973;der große plan;der große plan;train
abu1;al0072.mp3;al0072.mp3;0;31680;33;0.9900000000000008;15883;entscheide dich;entscheide dich;train
abu1;al0073.mp3;al0073.mp3;0;84480;88;2.639999999999997;42632;doch geister und pantasie gehen geschwungenere wege;doch geist und phantasie gehen geschwungenere wege;train
abu1;al0074.mp3;al0074.mp3;0;31680;33;0.9900000000000008;16301;warum denn nicht;warum denn nicht;train
abu1;al0075.mp3;al0075.mp3;0;40320;42;1.260000000000001;20480;es ist wie es ist;es ist wie es ist;train
abu1;al0076.mp3;al0076.mp3;0;68160;71;2.130000000000001;34273;ungebrochen wie der blick eines adlers;ungebrochen wie der blick eines adlers;train
abu1;al0077.mp3;al0077.mp3;0;91200;95;2.849999999999996;45976;das auflockern des kittes der fragmente des selbst;das auflockern des kittes der fragmente des selbst;train
abu1;al0081.mp3;al0081.mp3;0;109440;114;3.4199999999999924;55171;sinneswahrnehmunge ohne einen allequaten äußeren reiz;sinneswahrnehmungen ohne einen adäquaten äußeren reiz;train
abu1;al0082.mp3;al0082.mp3;0;221760;231;6.930000000000013;111178;;und du weißt es;train
abu1;al0083.mp3;al0083.mp3;0;74880;78;2.3399999999999994;37617;so ist das leben in der postmoderne;so ist das leben in der postmoderne;train
abu1;al0084.mp3;al0084.mp3;0;77760;81;2.429999999999999;39289;du musst anfangen selbstständig zu denken;du mußt anfangen selbständig zu denken;train
abu1;al0085.mp3;al0085.mp3;0;54720;57;1.7100000000000013;27586;lass uns den zeitsprung beginnen;laß uns den zeitsprung beginnen;train
abu1;al0086.mp3;al0086.mp3;0;75840;79;2.369999999999999;38035;und du wachst auf doch der traum geht weiter;und du wachst auf doch der traum geht weiter;train
abu1;al0087.mp3;al0087.mp3;0;57600;60;1.8000000000000014;28840;jin fis;gin fizz;train
abu1;al0090.mp3;al0090.mp3;0;39360;41;1.2300000000000009;20063;das geht sich eh aus;das geht sich eh aus;train
abu1;al0091.mp3;al0091.mp3;0;124800;130;3.899999999999989;62694;vergangenheit gegenwart und zukunft integrativ im jetzt erleben;vergangenheit gegenwart und zukunft integrativ im jetzt erleben;train
abu1;al0092.mp3;al0092.mp3;0;39360;41;1.2300000000000009;20063;manchmal ist alles anders;manchmal ist alles anders;train
abu1;al0094.mp3;al0094.mp3;0;72960;76;2.28;36781;wo die hunde noch ch und mao heißen;wo die hunde noch che und mao heißen;train
abu1;al0095.mp3;al0095.mp3;0;96960;101;3.029999999999995;48484;ich würde lieber wirklich als virtuell essen gehen;ich würde lieber wirklich als virtuell essen gehen;train
abu1;al0096.mp3;al0096.mp3;0;106560;111;3.329999999999993;53499;wir follnemheila nach teilan;wir folgen dem heiland nach thailand;train
abu1;al0097.mp3;al0097.mp3;0;41280;43;1.290000000000001;20898;mikasha ssuggasha;mikaschaschukascha;train
abu1;al0098.mp3;al0098.mp3;0;48000;50;1.500000000000001;24242;das ist dasselbe problem;das ist das selbe problem;train
abu1;al0099.mp3;al0099.mp3;0;45120;47;1.410000000000001;22570;abra kadabra;abrakadabra;train
abu1;al0100.mp3;al0100.mp3;0;46080;48;1.440000000000001;23406;brakadabra;abrakadabra;train
abu1;al0102.mp3;al0102.mp3;0;64320;67;2.0100000000000016;32601;das sind die besten zeiten von den guten;das sind die besten zeiten von den guten;train
abu1;al0108.mp3;al0108.mp3;0;57600;60;1.8000000000000014;29258;eintauchen und wegfliegen;eintauchen und wegfliegen;train
abu1;al0109.mp3;al0109.mp3;0;45120;47;1.410000000000001;22570;wo beginnt die zeit;wo beginnt die zeit;train
abu1;al0110.mp3;al0110.mp3;0;60480;63;1.8900000000000008;30512;hm manchmal sagst du das;mm manchmal sagst du das;train
abu1;al0111.mp3;al0111.mp3;0;64320;67;2.0100000000000016;32601;ich würde lieber wirklich als virtuell;ich würde lieber wirklich als virtuell;train
abu1;al0112.mp3;al0112.mp3;0;76800;80;2.399999999999999;38453;aber es könnte weltbewegend sein;aber es könnte weltbewegend sein;train
abu1;al0113.mp3;al0113.mp3;0;67200;70;2.100000000000001;33855;es wird langsam wieder grünen bonn;es wird langsam wieder grün in bonn;train
abu1;al0114.mp3;al0114.mp3;0;59520;62;1.8600000000000008;30094;das unbewusste träumt auch;das unbewußte träumt auch;train
abu1;al0115.mp3;al0115.mp3;0;94080;98;2.9399999999999955;47230;eine besondere form des denkens während des schlafens;eine besondere form des denkens während des schlafens;train
abu1;al0116.mp3;al0116.mp3;0;50880;53;1.5900000000000012;25496;kennst du das auch;kennst du das auch;train
abu1;al0117.mp3;al0117.mp3;0;38400;40;1.2000000000000008;19645;ich hab ne idee;ich habne idee;train
abu1;al0118.mp3;al0118.mp3;0;94080;98;2.9399999999999955;47230;die menschen in ost und west werden sich immer ähnlicher;die menschen in ost und west werden sich immer ähnlicher;train
abu1;al0119.mp3;al0119.mp3;0;146880;153;4.589999999999994;73561;immer sterben die anderen und mein eigenes grab bleibt leer;immer sterben die anderen und mein eigenes grab bleibt leer;train
abu1;al0120.mp3;al0120.mp3;0;48960;51;1.5300000000000011;24660;wer stoppt diesen wahnsinn;wer stoppt diesen wahnsinn;train
abu1;al0123.mp3;al0123.mp3;0;71040;74;2.22;35527;träume sind so 'ne art inneres orakel;träume sind so ne art inneres orakel;train
abu1;al0124.mp3;al0124.mp3;0;117120;122;3.659999999999991;58933;ich selbst meine dass träume durchaus einen besonderen sinn haben;ich selbst meine daß träume durchaus einen besonderen sinn haben;train
abu1;al0125.mp3;al0125.mp3;0;44160;46;1.380000000000001;22152;ich erinnere mich;ich erinnere mich;train
abu1;al0126.mp3;al0126.mp3;0;96000;100;2.999999999999995;48066;gewaltlosigkeit ist jedermanns sache wohl nicht;gewaltlosigkeit ist jedermanns sache wohl nicht;train
abu1;al0127.mp3;al0127.mp3;0;66240;69;2.070000000000001;33437;heute finde ich wohl einen halben frieden;heute finde ich wohl einen halben frieden;train
abu1;al0128.mp3;al0128.mp3;0;164160;171;5.129999999999998;82338;indem ich es erzähle raffe ich es in seiner dauer und gewinne seine quintessenz;indem ich es erzähle raffe ich es in seiner dauer und gewinne seine quintessenz;train
abu1;al0129.mp3;al0129.mp3;0;74880;78;2.3399999999999994;37617;von blüte zu blüte zu summen;von blüte zu blüte zu summen;train
abu1;al0130.mp3;al0130.mp3;0;72000;75;2.25;36363;was hätte ich denn noch zu verlieren gehabt;was hätte ich denn noch zu verlieren gehabt;train
abu1;al0131.mp3;al0131.mp3;0;111360;116;3.479999999999992;56007;erinnere dich und sprenge die grenzen deines kleinen ichs;erinnere dich und sprenge die grenzen deines kleinen ichs;train
abu1;al0132.mp3;al0132.mp3;0;156480;163;4.889999999999996;78577;schweige mit mir oh schweige mit mir und lass den irrtum bluten;schweige mit mir oh schweige mit mir und laß den irrtum bluten;train
abu1;al0133.mp3;al0133.mp3;0;160320;167;5.009999999999997;80249;im ganzen gesehen werde ich wohl den sprachraum öfters gewechselt haben als mein schuhwerk;im ganzen gesehen werde ich wohl den sprachraum öfters gewechselt haben als mein schuwerk;train
abu1;al0134.mp3;al0134.mp3;0;111360;116;3.479999999999992;56007;das licht war einmal heilend einmal war es blendend;das licht war einmal heilend einmal war es blendend;train
abu1;al0135.mp3;al0135.mp3;0;138240;144;4.319999999999991;69382;aber da war doch ein aber aber ich habe vergessen worin es bestand;aber da war doch ein aber aber ich habe vergessen worin es bestand;train
abu1;al0136.mp3;al0136.mp3;0;71040;74;2.22;35945;ich kenne den durst wie kein anderer;ich kenne den durst wie kein anderer;train
abu1;al0137.mp3;al0137.mp3;0;54720;57;1.7100000000000013;27586;so mächtig bin ich alle mal;so mächtig bin ich allemal;train
abu1;al0138.mp3;al0138.mp3;0;49920;52;1.5600000000000012;25078;ich habe das meer gestillt;ich habe das meer gestillt;train
abu1;al0139.mp3;al0139.mp3;0;102720;107;3.2099999999999937;51409;ich weiß jedoch dass mein wahnsinn mich ernähren wird;ich weiß jedoch daß mein wahnsinn mich ernähren wird;train
abu1;al0140.mp3;al0140.mp3;0;87360;91;2.729999999999997;43886;der extremste traum ißt das aufwachen;der extremste traum ist das aufwachen;train
abu1;al0141.mp3;al0141.mp3;0;121920;127;3.80999999999999;61440;unmögliche träume gibt es nicht denn es werden alle wahr;unmögliche träume gibt es nicht denn es werden alle wahr;train
abu1;al0142.mp3;al0142.mp3;0;275520;287;8.610000000000008;137927;der tee ist auch ein druidischer zaubertrank im übermaß getrunken wird er zum gesöf man muss ihn schluck für schluck trinken;der tee ist auch ein druidischer zaubertrank im übermaß getrunken wird er zum gesöff man muß ihn schluck für schl;train
abu1;al0144.mp3;al0144.mp3;0;160320;167;5.009999999999997;80249;ich trank milch aus meiner eigenen hirnschale klopfte an alle herzkammern;ich trank milch aus meiner eigenen herzschale klopfte an alle herzkammern;train
abu1;al0150.mp3;al0150.mp3;0;36480;38;1.1400000000000008;18391;kann gar nicht sein;kann gar nicht sein;train
abu1;al0151.mp3;al0151.mp3;0;48000;50;1.500000000000001;24242;genau genau genau;gegau gegau genau;train
abu1;al0152.mp3;al0152.mp3;0;46080;48;1.440000000000001;23406;im zwitter des morgens;im zwitter des morgens;train
abu1;al0153.mp3;al0153.mp3;0;43200;45;1.350000000000001;21734;gott ist schon lange tot;gott ist schon lange tod;train
abu1;al0154.mp3;al0154.mp3;0;71040;74;2.22;35945;ich bin im bett nicht weil ich müde bin;ich bin im bett nicht weil ich müde bin;train
abu1;al0155.mp3;al0155.mp3;0;58560;61;1.8300000000000007;29676;sag mir leise deinen namen;sag mir leise deinen namen;train
abu1;al0156.mp3;al0156.mp3;0;64320;67;2.0100000000000016;32183;doch genug glück ist für alle da;doch genug glück ist für jeden da;train
abu1;al0157.mp3;al0157.mp3;0;115200;120;3.599999999999991;57679;er hat seine hände gepflegt als wolle er einen mord beginnen;er hat seine hände gepflegt als wolle er einen mord begehen;train
abu1;al0158.mp3;al0158.mp3;0;56640;59;1.7700000000000014;28422;gibt dem blinden mann ein gutes wort;gib dem blinden mann ein gutes wort;train
abu1;al0159.mp3;al0159.mp3;0;76800;80;2.399999999999999;38871;und immer die nacht und kein tag;und immer die nacht und kein tag;train
abu1;al0160.mp3;al0160.mp3;0;57600;60;1.8000000000000014;29258;breh doch ma ein bisschen mehr farbel in dein leben;dreh doch mal ein bißchen mehr farbe in dein leben;train
abu1;al0161.mp3;al0161.mp3;0;45120;47;1.410000000000001;22988;im labyrint der vernunft;im labyrinth der vernunft;train
abu1;al0162.mp3;al0162.mp3;0;50880;53;1.5900000000000012;25496;jeden morgen kommt man zur welt;jeden morgen kommt man zur welt;train
abu1;al0163.mp3;al0163.mp3;0;80640;84;2.5199999999999982;40543;am richtigen ort zur richtigen zeit;am richtigen ort zur richtigen zeit;train
abu1;al0164.mp3;al0164.mp3;0;66240;69;2.070000000000001;33437;und ich habe es dir nicht nur einmal gesagt;und ich hab es dir nicht nur einmal gesagt;train
abu1;al0165.mp3;al0165.mp3;0;72960;76;2.28;36781;irgendwie irgendwo irgendwann;irgendwie irgendwo irgendwann;train
abu1;al0166.mp3;al0166.mp3;0;74880;78;2.3399999999999994;37617;auf der suche nach der vollkommenen sprache;auf der suche nach der vollkommenen sprache;train
abu1;al0168.mp3;al0168.mp3;0;64320;67;2.0100000000000016;32183;tras nie gehört;tres nie gehört;train
abu1;al0169.mp3;al0169.mp3;0;30720;32;0.9600000000000006;15465;und nicht nur so;und nicht nur so;train
abu1;al0170.mp3;al0170.mp3;0;40320;42;1.260000000000001;20480;es ist viel in bewegunge;es ist viel in bewegung;train
abu1;al0172.mp3;al0172.mp3;0;40320;42;1.260000000000001;20480;denn die zeit dist reif;denn die zeit ist reif;train
abu1;al0173.mp3;al0173.mp3;0;45120;47;1.410000000000001;22988;ich lebe von licht;ich lebe von licht;train
abu1;al0174.mp3;al0174.mp3;0;38400;40;1.2000000000000008;19227;mein name ist mensch;mein name ist mensch;train
abu1;al0175.mp3;al0175.mp3;0;67200;70;2.100000000000001;33855;ich habe viele schwässer ür viele schwester;ich habe viele schwestern habe viele schwestern;train
abu1;al0177.mp3;al0177.mp3;0;57600;60;1.8000000000000014;28840;ich weiß wir werden kämpfen;ich weiß wir werden kämpfen;train
abu1;al0178.mp3;al0178.mp3;0;51840;54;1.6200000000000012;26332;meine schwestern sind hell;meine schwestern sind hell;train
abu1;al0179.mp3;al0179.mp3;0;40320;42;1.260000000000001;20480;ich kann alles sehen;ich kann alles sehen;train
abu1;an0001.mp3;an0001.mp3;0;34560;36;1.0800000000000007;17555;a ganz genau;ganz genau;train
abu1;an0002.mp3;an0002.mp3;0;33600;35;1.0500000000000007;17137;h;mmmm;train
abu1;an0003.mp3;an0003.mp3;0;31680;33;0.9900000000000008;15883;;mmmm;train
abu1;an0005.mp3;an0005.mp3;0;85440;89;2.6699999999999973;43050;du hast ja recht du hast recht mit allem was du sagst;du hast ja recht du hast recht mit allem was du sagst;train
abu1;an0006.mp3;an0006.mp3;0;87360;91;2.729999999999997;43886;schluss aus vorbei so schnell geht das;schluß aus vorbei so schnell geht das;train
abu1;an0009.mp3;an0009.mp3;0;108480;113;3.389999999999993;54335;frauen machen mich ganz furchtbar müte;frauen machen mich ganz furchtbar müde;train
abu1;an0011.mp3;an0011.mp3;0;46080;48;1.440000000000001;23406;ich weiß nicht ob mir das gefällt;ich weiß nicht ob mir das gefällt;train
abu1;an0012.mp3;an0012.mp3;0;74880;78;2.3399999999999994;37617;menschee;mensch el;train
abu1;an0013.mp3;an0013.mp3;0;40320;42;1.260000000000001;20480;echt frustrierend;echt frustrierend;train
abu1;an0014.mp3;an0014.mp3;0;92160;96;2.879999999999996;46394;jetzt kommt's raus das brännt mir schon die ganze zeit auf der lippe;jetzt kommts raus das brennt mir schon die ganze zeit auf der lippe;train
abu1;an0015.mp3;an0015.mp3;0;51840;54;1.6200000000000012;26332;in meine wohnung regnet's rein;in meine wohnung regnets rein;train
abu1;an0016.mp3;an0016.mp3;0;87360;91;2.729999999999997;43886;ist es wichtigeras ziel zu kennen oder den weg zu kennen;ist es wichtiger das ziel zu kennen oder den weg zu kennen;train
abu1;an0017.mp3;an0017.mp3;0;38400;40;1.2000000000000008;19227;dabei seien es alles;dabei sein ist alles;train
abu1;an0018.mp3;an0018.mp3;0;48960;51;1.5300000000000011;24660;ich schlage keine brillenträger;ich schlage keine brillenträger;train
abu1;an0019.mp3;an0019.mp3;0;47040;49;1.470000000000001;23824;ein knuspriges brot;und knuspriges brot;train
abu1;an0020.mp3;an0020.mp3;0;79680;83;2.4899999999999984;40125;eiber ist kohlenhidrate lecker;eiweiß kohlehydrate lecker;train
abu1;an0021.mp3;an0021.mp3;0;53760;56;1.6800000000000013;27168;letztuns was sagen wenn un sowas einfällt;laß uns was sagen wenn uns was einfällt;train
abu1;an0022.mp3;an0022.mp3;0;30720;32;0.9600000000000006;15465;wirklich nicht;wirklich nich;train
abu1;as0001.mp3;as0001.mp3;0;48000;50;1.500000000000001;24242;störgefühl;störgefühl;train
abu1;as0002.mp3;as0002.mp3;0;39360;41;1.2300000000000009;20063;zumuter;zumutungen;train
abu1;as0003.mp3;as0003.mp3;0;97920;102;3.0599999999999947;49320;raum und zeit lösen sich im lehrer auf;raum und zeit lösen sich in leere auf;train
abu1;as0004.mp3;as0004.mp3;0;135360;141;4.229999999999991;67710;schwingungen in der unerfindlichen sphere des kosmos;schwingungen in der unerfindlichen sphäre des kosmos;train
abu1;as0005.mp3;as0005.mp3;0;121920;127;3.80999999999999;61440;entstehen verbinden sich lösen sichi nichts auf;entstehen verbinden sich lösen sich in nichts auf;train
abu1;as0006.mp3;as0006.mp3;0;78720;82;2.459999999999998;39707;konzentration auf das klare licht;konzentration auf das klare licht;train
abu1;as0007.mp3;as0007.mp3;0;38400;40;1.2000000000000008;19645;loslassen;loslassen;train
abu1;as0008.mp3;as0008.mp3;0;61440;64;1.9200000000000013;30929;da sind fet gal;doesn't fit guy;train
abu1;as0009.mp3;as0009.mp3;0;57600;60;1.8000000000000014;29258;stehen und brennen;stehen und brennen;train
abu1;as0010.mp3;as0010.mp3;0;135360;141;4.229999999999991;68128;spanntes gleiten im augenschein der sensibel in anderen natur;entspanntes gleiten im augenschein der sensiblen anderen natur;train
abu1;as0011.mp3;as0011.mp3;0;60480;63;1.8900000000000008;30512;ender fien produktion;endorphinproduktion;train
abu1;as0012.mp3;as0012.mp3;0;77760;81;2.429999999999999;39289;eintauchen und weg fliegen;eintauchen und wegfliegen;train
abu1;as0013.mp3;as0013.mp3;0;63360;66;1.980000000000001;31765;hi klar;klar;train
abu1;as0014.mp3;as0014.mp3;0;76800;80;2.399999999999999;38871;sprünge machen ins sympathische cos;sprünge machen ins sympathische chaos;train
abu1;as0015.mp3;as0015.mp3;0;50880;53;1.5900000000000012;25914;außen und innen;außen und innen;train
abu1;as0016.mp3;as0016.mp3;0;50880;53;1.5900000000000012;25496;entwickelt sich auch was;entwickelt sich auch was;train
abu1;as0017.mp3;as0017.mp3;0;64320;67;2.0100000000000016;32601;es kann auch unbewusst ablaufen;es kann auch unbewußt ablaufen;train
abu1;as0018.mp3;as0018.mp3;0;34560;36;1.0800000000000007;17555;na gut;na gut;train
abu1;co0001.mp3;co0001.mp3;0;33600;35;1.0500000000000007;17137;wie sitzt du denn da;wie sitzt du denn da;train
abu1;co0002.mp3;co0002.mp3;0;60480;63;1.8900000000000008;30512;du bist ein typischer hypochronde;du bist ein typischer hypochonder;train
abu1;co0003.mp3;co0003.mp3;0;38400;40;1.2000000000000008;19227;grüß mir die gunde;grüß mir die gundel;train
abu1;co0004.mp3;co0004.mp3;0;34560;36;1.0800000000000007;17555;rauch nicht so fehl;rauch nicht so viel;train
abu1;cs0001.mp3;cs0001.mp3;0;49920;52;1.5600000000000012;25078;der mann findet kein ende;der mann findet kein ende;train
abu1;cs0002.mp3;cs0002.mp3;0;59520;62;1.8600000000000008;30094;engel fliegen um meinen kopf;engel fliegen um meinen kopf;train
abu1;cs0004.mp3;cs0004.mp3;0;63360;66;1.980000000000001;31765;was bedeutet eigentlich verrückt;was bedeutet eigentlich verrückt;train
abu1;cs0005.mp3;cs0005.mp3;0;68160;71;2.130000000000001;34273;nur wer kennt die frage;nur wer kennt die frage;train
abu1;cs0006.mp3;cs0006.mp3;0;169920;177;5.31;85264;während wir alle sehnsüchtig in die ferne schauen liegt die antwort doch so nah;während wir alle so sehnsüchtig in die ferne schauen liegt die antwort doch so nah;train
abu1;cs0007.mp3;cs0007.mp3;0;46080;48;1.440000000000001;23406;kann nabel sünde sein;cannabis sünde sein;train
abu1;cs0008.mp3;cs0008.mp3;0;60480;63;1.8900000000000008;30512;kein spiel ohne regeln;kein spiel ohne regeln;train
abu1;cs0010.mp3;cs0010.mp3;0;116160;121;3.629999999999991;58515;ich habe drei schwestern ich habe zwei ab eine;ich habe drei schwestern ich habe zwei ich hab eine;train
abu1;cs0011.mp3;cs0011.mp3;0;98880;103;3.0899999999999945;49738;das staunt der leie und der fachmann wundert sich;da staunt der leihe und der fachmann wundert sich;train
abu1;cs0012.mp3;cs0012.mp3;0;134400;140;4.19999999999999;67292;die sache mit dem ziel das macht schon sinn doch wohin;die sache mit dem ziel das macht schon sinn doch wohin;train
abu1;cs0013.mp3;cs0013.mp3;0;121920;127;3.80999999999999;61440;vergangenheit und zukunft sind illusion;vergangenheit und zukunft sind illusion;train
abu1;cs0014.mp3;cs0014.mp3;0;45120;47;1.410000000000001;22570;für mich noch ne portion;für mich noch ne portion;train
